tormentare,USem62888tormentare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,tormentare,USemD7056tormentare,V,Cause_Experience_Event
calmare,USem62881calmare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,calmare,USem62880calmare,V,Cause_Experience_Event
calmare,USem62880calmare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,calmare,USem62881calmare,V,Experience_Event
agghiacciare,USem63097agghiacciare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,agghiacciare,USem63101agghiacciare,V,Cause_Experience_Event
agghiacciare,USem63101agghiacciare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,agghiacciare,USem63097agghiacciare,V,Experience_Event
divorare,USem64618divorare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,divorare,USemD63367divorare,V,Experience_Event
divorare,USemD63367divorare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,divorare,USem64618divorare,V,Cause_Experience_Event
commuovere,USem64841commuovere,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,commuovere,USem6533commuovere,V,Cause_Experience_Event
commuovere,USem6533commuovere,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,commuovere,USem64841commuovere,V,Experience_Event
meravigliare,USem6601meravigliare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,meravigliare,USem6561meravigliare,V,Cause_Experience_Event
perturbare,USem64857perturbare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,perturbare,USemD63539perturbare,V,Experience_Event
perturbare,USemD63539perturbare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,perturbare,USem64857perturbare,V,Cause_Experience_Event
tormentare,USemD7056tormentare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,tormentare,USem62888tormentare,V,Experience_Event
raffreddare,USem60308raffreddare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,raffreddare,USem74750raffreddare,V,Experience_Event
impacciare,USem65637impacciare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,impacciare,USemD63669impacciare,V,Experience_Event
impacciare,USemD63669impacciare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,impacciare,USem65637impacciare,V,Cause_Experience_Event
inibire,USem65657inibire,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,inibire,USemD63674inibire,V,Experience_Event
inibire,USemD63674inibire,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,inibire,USem65657inibire,V,Cause_Experience_Event
incuriosire,USem65822incuriosire,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,incuriosire,USemD63703incuriosire,V,Experience_Event
incuriosire,USemD63703incuriosire,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,incuriosire,USem65822incuriosire,V,Cause_Experience_Event
inferocire,USem66198inferocire,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,inferocire,USemD63793inferocire,V,Experience_Event
inferocire,USemD63793inferocire,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,inferocire,USem66198inferocire,V,Cause_Experience_Event
inorridire,USemD63811inorridire,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,inorridire,USem66267inorridire,V,Cause_Experience_Event
scocciare,USem66691scocciare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,scocciare,USemD63902scocciare,V,Experience_Event
scocciare,USemD63902scocciare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,scocciare,USem66691scocciare,V,Cause_Experience_Event
seccare,USem66692seccare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,seccare,USem63808seccare,V,Cause_Experience_Event
seccare,USem63808seccare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,seccare,USem66692seccare,V,Experience_Event
infiammare,USem66780infiammare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,infiammare,USemD63919infiammare,V,Experience_Event
infiammare,USemD63919infiammare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,infiammare,USem66780infiammare,V,Cause_Experience_Event
confondere,USem67973confondere,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,confondere,USemD65436confondere,V,Experience_Event
confondere,USemD65436confondere,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,confondere,USem67973confondere,V,Cause_Experience_Event
irritare,USem68294irritare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,irritare,USem6549irritare,V,Cause_Experience_Event
raggelare,USem68650raggelare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,raggelare,USemD65467raggelare,V,Experience_Event
raggelare,USemD65467raggelare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,raggelare,USem68650raggelare,V,Cause_Experience_Event
sollevare,USem69078sollevare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,sollevare,USem61396sollevare,V,Cause_Experience_Event
sollevare,USem61396sollevare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,sollevare,USem69078sollevare,V,Experience_Event
esaurire,USem69131esaurire,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,esaurire,USem62354esaurire,V,Experience_Event
esaurire,USem62354esaurire,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,esaurire,USem69131esaurire,V,Cause_Experience_Event
angosciare,USem69168angosciare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,angosciare,USem60340angosciare,V,Experience_Event
disgustare,USem69241disgustare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,disgustare,USem60590disgustare,V,Cause_Experience_Event
disgustare,USem60590disgustare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,disgustare,USem69241disgustare,V,Experience_Event
appassionare,USem6531appassionare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,appassionare,USem68845appassionare,V,Experience_Event
appassionare,USem68845appassionare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,appassionare,USem6531appassionare,V,Cause_Experience_Event
offendere,USem60031offendere,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,offendere,USemD65546offendere,V,Experience_Event
offendere,USemD65546offendere,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,offendere,USem60031offendere,V,Cause_Experience_Event
turbare,USemD65550turbare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,turbare,USem60166turbare,V,Cause_Experience_Event
angustiare,USem73119angustiare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,angustiare,USem60348angustiare,V,Experience_Event
dilettare,USemD66195dilettare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,dilettare,USem73336dilettare,V,Cause_Experience_Event
corrompere,USem61546corrompere,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,corrompere,USemD6425corrompere,V,Experience_Event
corrompere,USemD6425corrompere,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,corrompere,USem61546corrompere,V,Cause_Experience_Event
distendere,USem61507distendere,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,distendere,USem61509distendere,V,Experience_Event
distendere,USem61509distendere,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,distendere,USem61507distendere,V,Cause_Experience_Event
scuotere,USem74715scuotere,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,scuotere,USem74717scuotere,V,Experience_Event
scuotere,USem74717scuotere,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,scuotere,USem74715scuotere,V,Cause_Experience_Event
turbare,USem60166turbare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,turbare,USemD65550turbare,V,Experience_Event
svagare,USemD63934svagare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,svagare,USem75049svagare,V,Experience_Event
svagare,USem75049svagare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,svagare,USemD63934svagare,V,Cause_Experience_Event
tranquillizzare,USemD64047tranquillizzare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,tranquillizzare,USemD66490tranquillizzare,V,Experience_Event
tranquillizzare,USemD66490tranquillizzare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,tranquillizzare,USemD64047tranquillizzare,V,Cause_Experience_Event
costernare,USemD66252costernare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,costernare,USemD66505costernare,V,Experience_Event
costernare,USemD66505costernare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,costernare,USemD66252costernare,V,Cause_Experience_Event
accorare,USem75202accorare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,accorare,USemD66510accorare,V,Experience_Event
accorare,USemD66510accorare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,accorare,USem75202accorare,V,Cause_Experience_Event
torturare,USem75270torturare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,torturare,USem62443torturare,V,Cause_Experience_Event
torturare,USem62443torturare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,torturare,USem75270torturare,V,Experience_Event
affiatare,USem75469affiatare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,affiatare,USemD66540affiatare,V,Experience_Event
affiatare,USemD66540affiatare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,affiatare,USem75469affiatare,V,Cause_Experience_Event
spezzare,USem75552spezzare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,spezzare,USemD66552spezzare,V,Experience_Event
spezzare,USemD66552spezzare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,spezzare,USem75552spezzare,V,Cause_Experience_Event
spersonalizzare,USemD66566spersonalizzare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,spersonalizzare,USem75650spersonalizzare,V,Cause_Experience_Event
spersonalizzare,USem75650spersonalizzare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,spersonalizzare,USemD66566spersonalizzare,V,Experience_Event
alleggerire,USem75699alleggerire,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,alleggerire,USemD66569alleggerire,V,Experience_Event
alleggerire,USemD66569alleggerire,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,alleggerire,USem75699alleggerire,V,Cause_Experience_Event
allibire,USem75714allibire,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,allibire,USem75715allibire,V,Experience_Event
allibire,USem75715allibire,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,allibire,USem75714allibire,V,Cause_Experience_Event
ammansire,USem75834ammansire,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,ammansire,USemD66585ammansire,V,Experience_Event
ammansire,USemD66585ammansire,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,ammansire,USem75834ammansire,V,Cause_Experience_Event
contaminare,USem75955contaminare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,contaminare,USemD66624contaminare,V,Experience_Event
contaminare,USemD66624contaminare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,contaminare,USem75955contaminare,V,Cause_Experience_Event
risollevare,USem76377risollevare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,risollevare,USemD66791risollevare,V,Experience_Event
risollevare,USemD66791risollevare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,risollevare,USem76377risollevare,V,Cause_Experience_Event
riconciliare,USem76686riconciliare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,riconciliare,USem76663riconciliare,V,Cause_Experience_Event
rappacificare,USem76689rappacificare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,rappacificare,USem76668rappacificare,V,Cause_Experience_Event
rappacificare,USem76668rappacificare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,rappacificare,USem76689rappacificare,V,Experience_Event
pacificare,USem76690pacificare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,pacificare,USem76670pacificare,V,Cause_Experience_Event
pacificare,USem76670pacificare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,pacificare,USem76690pacificare,V,Experience_Event
scaldare,USem76706scaldare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,scaldare,USemD76594scaldare,V,Experience_Event
scaldare,USemD76594scaldare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,scaldare,USem76706scaldare,V,Cause_Experience_Event
ricaricare,USem76822ricaricare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,ricaricare,USemD76619ricaricare,V,Experience_Event
ricaricare,USemD76619ricaricare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,ricaricare,USem76822ricaricare,V,Cause_Experience_Event
esaltare,USem76975esaltare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,esaltare,USem6524esaltare,V,Cause_Experience_Event
straziare,USem77865straziare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,straziare,USemD76774straziare,V,Experience_Event
straziare,USemD76774straziare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,straziare,USem77865straziare,V,Cause_Experience_Event
inorridire,USem66267inorridire,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,inorridire,USemD63811inorridire,V,Experience_Event
raffreddare,USem74750raffreddare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,raffreddare,USem60308raffreddare,V,Cause_Experience_Event
corrucciare,USem78407corrucciare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,corrucciare,USemD78143corrucciare,V,Experience_Event
corrucciare,USemD78143corrucciare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,corrucciare,USem78407corrucciare,V,Cause_Experience_Event
terrorizzare,USem78501terrorizzare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,terrorizzare,USemD78157terrorizzare,V,Experience_Event
terrorizzare,USemD78157terrorizzare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,terrorizzare,USem78501terrorizzare,V,Cause_Experience_Event
ammorbidire,USem74684ammorbidire,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,ammorbidire,USem74683ammorbidire,V,Cause_Experience_Event
ammorbidire,USem74683ammorbidire,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,ammorbidire,USem74684ammorbidire,V,Experience_Event
dilettare,USem73336dilettare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,dilettare,USemD66195dilettare,V,Experience_Event
disincantare,USemD65848disincantare,V,Cause_Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,disincantare,USem78837disincantare,V,Experience_Event
disincantare,USem78837disincantare,V,Experience_Event,PolysemyExperienceEvent-CauseExperienceEvent,Polysemy,disincantare,USemD65848disincantare,V,Cause_Experience_Event
